date,time,cpu_tot,cpu,cpu_usr,cpu_sys,mem_tot,mem_vsz,mem_rss,net_in,net_out
2026-03-01,15:36:55,8.000,4.411,1.080,3.331,17179869184.0,11811160064.0,719427993.6,286261248.0,40684748.8
2026-03-01,15:36:56,8.000,3.845,1.158,2.686,17179869184.0,11811160064.0,719427993.6,254069964.8,50751078.4
2026-03-01,15:36:57,8.000,4.324,0.979,3.344,17179869184.0,11811160064.0,719427993.6,194196275.2,33764147.2
2026-03-01,15:36:58,8.000,4.392,1.147,3.246,17179869184.0,11811160064.0,719427993.6,286051532.8,34078720.0
2026-03-01,15:36:59,8.000,5.033,1.354,3.679,17179869184.0,11811160064.0,719427993.6,337851187.2,43935334.4
2026-03-01,15:37:00,8.000,3.744,0.875,2.869,17179869184.0,11811160064.0,719427993.6,281857228.8,39321600.0
2026-03-01,15:37:01,8.000,4.280,0.976,3.304,17179869184.0,11811160064.0,719427993.6,269588889.6,34288435.2
2026-03-01,15:37:02,8.000,3.887,1.067,2.820,17179869184.0,11811160064.0,719427993.6,227016704.0,50646220.8
2026-03-01,15:37:03,8.000,4.731,1.344,3.386,17179869184.0,11811160064.0,720791142.4,286156390.4,50541363.2
2026-03-01,15:37:04,8.000,3.490,1.288,2.203,17179869184.0,11811160064.0,719532851.2,193357414.4,28101836.8
2026-03-01,15:37:05,8.000,4.386,1.169,3.217,17179869184.0,11811160064.0,719532851.2,358298419.2,47395635.2
2026-03-01,15:37:06,8.000,4.289,1.138,3.151,17179869184.0,11811160064.0,719532851.2,266233446.4,26843545.6
2026-03-01,15:37:07,8.000,3.847,0.919,2.927,17179869184.0,11811160064.0,719532851.2,206045184.0,33764147.2
2026-03-01,15:37:08,8.000,4.330,1.210,3.120,17179869184.0,11811160064.0,719532851.2,286366105.6,78223769.6
2026-03-01,15:37:09,8.000,3.961,1.116,2.845,17179869184.0,11811160064.0,719532851.2,281647513.6,83361792.0
2026-03-01,15:37:10,8.000,4.667,1.387,3.280,17179869184.0,11811160064.0,719532851.2,395837440.0,74868326.4
2026-03-01,15:37:11,8.000,4.658,1.387,3.271,17179869184.0,11811160064.0,719532851.2,290560409.6,43620761.6
2026-03-01,15:37:12,8.000,3.929,1.063,2.866,17179869184.0,11811160064.0,719532851.2,325058560.0,25270681.6
2026-03-01,15:37:13,8.000,4.516,1.260,3.256,17179869184.0,11811160064.0,719532851.2,311007641.6,45927628.8
2026-03-01,15:37:14,8.000,4.066,1.034,3.031,17179869184.0,11811160064.0,719532851.2,294544998.4,33973862.4
2026-03-01,15:37:15,8.000,4.530,1.144,3.387,17179869184.0,11811160064.0,719532851.2,302723891.2,40894464.0
2026-03-01,15:37:16,8.000,4.155,1.027,3.128,17179869184.0,11811160064.0,719532851.2,281752371.2,26214400.0
2026-03-01,15:37:17,8.000,4.959,1.668,3.291,17179869184.0,11811160064.0,719532851.2,270008320.0,50436505.6
2026-03-01,15:37:18,8.000,4.639,1.541,3.099,17179869184.0,11811160064.0,719532851.2,295593574.4,45717913.6
2026-03-01,15:37:19,8.000,4.441,1.186,3.256,17179869184.0,11811160064.0,719637708.8,269798604.8,48024780.8
2026-03-01,15:37:20,8.000,5.256,1.720,3.536,17179869184.0,11811160064.0,719637708.8,348966092.8,42257612.8
